109,110,similarity
1,1817,0.5602222458391921
1,4009,0.5363664199738547
1,5002,0.6155410021362497
1,5017,0.6294862684090612
1,5814,0.6749613683746919
100,5174,0.8579932430684892
1002,1498,0.5952591940572033
1002,1575,0.9934749263126306
1002,2414,0.6674630960060004
1002,3004,0.6455135439384367
1002,3283,0.6223999458516128
1002,3306,0.5347537164710441
1002,4808,0.5416711581813795
1002,5199,0.507885004181256
1004,1672,0.703233125591614
1005,3819,0.9942401180839452
1006,2130,0.5145004768315429
1007,2130,0.5673957584341004
1007,3839,0.9857857242687661
1008,4982,0.9291726765517394
1009,3037,0.9724607619445571
101,834,0.9848035247828861
1010,1425,0.9839403111712893
1011,1503,0.5605361105932996
1011,1975,0.8326490475906043
1011,233,0.7108993699489996
1011,2514,0.5402997567531498
1011,3193,0.637340709749498
1011,362,0.5562329716807879
1011,4235,0.6713520318537508
1011,4587,0.7090221380678888
1011,4935,0.6498805959946533
1011,5006,0.7087044831875957
1011,5059,0.622950324095434
1011,5062,0.6957129219592564
1011,5149,0.6354596439812036
1011,5157,0.6284089419746232
1011,539,0.5753084228746841
1011,5612,0.6707487562153729
1011,6245,0.5508772910927923
1011,6270,0.6050351192641192
1011,6409,0.5114567150153343
1011,851,0.6326849100260062
1012,2203,0.7730586916947445
1012,2259,0.5609845649568143
1012,2830,0.5692285989485646
1012,4,0.5781938552644094
1012,525,0.9695427832252493
1014,4747,0.682932214787561
1015,5609,0.9526298416516463
1016,5227,0.91479860432743
1017,5834,0.9921832004910829
1018,1256,0.6222013145902909
1018,6042,0.980123907004749
102,226,0.9903526759187538
1020,5595,0.9628266347319193
1021,1512,0.9862465279127224
1022,1312,0.9970377304857835
1022,3348,0.5105509035643433
1023,6242,0.7565082975188014
1025,4750,0.9552048567126838
1026,1339,0.7067996254789326
1026,208,0.5178789775008646
1026,579,0.5741191216440007
1026,719,0.934849273890437
1027,2369,0.5944028926701812
1029,6093,0.9454167086408078
103,697,0.98477697292846
1030,2231,0.5049771446821537
1030,3078,0.5068674626179525
1030,3640,0.9645196179556802
1030,5390,0.6522099009129327
1030,5465,0.5503796418443754
1030,5496,0.5608381960880033
1031,159,0.5757849323353632
1031,3612,0.5860347416471636
1031,3641,0.9322487675184488
1031,5225,0.6707881264970188
1031,6231,0.6187312436358434
1032,192,0.5228522558043508
1032,3642,0.9466883266812006
1033,3596,0.5166277581635558
1034,669,0.5768064831284733
1035,2474,0.8593026028292511
1036,6026,0.8462575258610264
1038,6257,0.9454543594584504
104,69,0.9763980881309924
1040,1040,0.9973856797815728
1040,4707,0.6068724841982196
