congress_1,bill_number_1,result_1,similarity,congress_2,bill_number_2,result_2
109,h72,Failed,0.938909097,110,h107,Passed
109,h2055,,0.5997361,110,h1071,Failed
109,h2092,,0.679098714,110,h1071,Failed
109,h2330,,0.600854895,110,h1071,Failed
109,h257,Passed,0.699292884,110,h1071,Failed
109,h2865,,0.580142491,110,h1071,Failed
109,h3188,,0.553827618,110,h1071,Failed
109,h342,Failed,0.647356316,110,h1071,Failed
109,h3450,,0.687388931,110,h1071,Failed
109,h3575,,0.986659456,110,h1071,Failed
109,h3700,,0.55406742,110,h1071,Failed
109,h3827,,0.625202957,110,h1071,Failed
109,h4065,,0.560328257,110,h1071,Failed
109,h4313,,0.604022695,110,h1071,Failed
109,h4437,,0.562338945,110,h1071,Failed
109,h4448,,0.500611442,110,h1071,Failed
109,h4847,,0.568310589,110,h1071,Failed
109,h4848,,0.605260667,110,h1071,Failed
109,h5131,,0.621680679,110,h1071,Failed
109,h5456,,0.554732868,110,h1071,Failed
109,h6089,,0.616339149,110,h1071,Failed
109,h6094,,0.550968962,110,h1071,Failed
109,h688,,0.674615481,110,h1071,Failed
109,h936,,0.593892564,110,h1071,Failed
109,h5858,,0.548351676,110,h1072,Failed
109,h949,,0.959424266,110,h1072,Failed
109,h1002,,0.98163094,110,h1073,Failed
109,h4644,,0.614812768,110,h1074,Passed
109,h5332,,0.613767341,110,h1074,Passed
109,h5728,,0.571218612,110,h1074,Passed
109,h5806,,0.578339795,110,h1074,Passed
109,h6067,,0.995113048,110,h1074,Passed
109,h6145,,0.73912451,110,h1074,Passed
109,h5054,,0.548235858,110,h1075,Passed
109,h5068,,0.651416631,110,h1075,Passed
109,h2793,,0.591675406,110,h1076,Passed
109,h4289,,0.932098081,110,h1076,Passed
109,h1684,,0.597259136,110,h1077,Passed
109,h1685,,0.607125283,110,h1077,Passed
109,h4862,,0.682208781,110,h1077,Passed
109,h5422,,0.508551919,110,h1077,Passed
109,h3640,,0.57919805,110,h1078,Passed
109,h5390,,0.61171684,110,h1078,Passed
109,h5465,,0.993405658,110,h1078,Passed
109,h5496,,0.560732621,110,h1078,Passed
109,h5560,,0.777065965,110,h1079,Passed
109,h230,Passed,0.996380618,110,h108,Passed
109,h4234,,0.550399422,110,h108,Passed
109,h527,Passed,0.5993806,110,h108,Passed
109,h5352,,0.639024661,110,h108,Passed
109,h5517,,0.520152363,110,h108,Passed
109,h6425,,0.99732198,110,h1082,Passed
109,h6103,,0.913402018,110,h1083,Passed
109,h1361,,0.805245115,110,h1084,Passed
109,h6104,,0.89019868,110,h1084,Passed
109,h5920,,0.544998058,110,h1085,Passed
109,h756,,0.544585917,110,h1085,Passed
109,h1499,,0.551612315,110,h1086,Passed
109,h294,Failed,0.502309406,110,h1086,Passed
109,h5920,,0.563772013,110,h1086,Passed
109,h756,,0.548827544,110,h1086,Passed
109,h4265,,0.991908916,110,h1088,Passed
109,h5028,,0.879345574,110,h1089,Passed
109,h2943,,0.555371153,110,h109,Passed
109,h3082,,0.556024535,110,h109,Passed
109,h4427,,0.628615029,110,h109,Passed
109,h4474,,0.664362237,110,h109,Passed
109,h6041,,0.936631339,110,h109,Passed
109,h440,Passed,0.811759301,110,h1090,Passed
109,h750,,0.99931442,110,h1090,Passed
109,h4604,,0.991020636,110,h1092,Passed
109,h743,,0.582193797,110,h1092,Passed
109,h776,,0.957589631,110,h1094,Passed
109,h777,,0.839690478,110,h1095,Failed
109,h1703,,0.93850041,110,h1096,Passed
109,h3595,,0.615117403,110,h1097,Passed
109,h1105,,0.983941527,110,h1098,Passed
109,h4981,,0.617349011,110,h1098,Passed
109,h4998,,0.952272444,110,h1099,Passed
109,h1526,,0.593544264,110,h11,Passed
109,h4976,,0.902958407,110,h11,Passed
109,h5223,,0.502065922,110,h11,Passed
109,h5371,,0.904580864,110,h11,Passed
109,h5825,,0.788880973,110,h11,Passed
109,h6056,,0.914552517,110,h11,Passed
109,h74,Failed,0.979661552,110,h110,Passed
109,h2384,,0.558941879,110,h1100,Failed
109,h2304,,0.887863204,110,h1101,Failed
109,h2248,,0.545838372,110,h1102,Passed
109,h6250,,0.844304807,110,h1102,Passed
109,h1648,,0.630556714,110,h1103,Passed
109,h427,Passed,0.63173814,110,h1103,Passed
109,h6188,,0.943590622,110,h1105,Passed
109,h2787,,0.749638353,110,h1106,Passed
109,h1545,,0.964990018,110,h1107,Failed
109,h2485,,0.523392906,110,h1107,Failed
109,h2510,,0.547590548,110,h1107,Failed
109,h1376,,0.995035177,110,h1108,Passed
109,h1377,,0.810664333,110,h1108,Passed
109,h1825,,0.644684203,110,h1108,Passed
109,h2813,,0.581934499,110,h1108,Passed
109,h3593,,0.588561032,110,h1108,Passed
109,h4281,,0.651897617,110,h1108,Passed
109,h5951,,0.980373082,110,h1108,Passed
109,h4230,,0.960000804,110,h1109,Passed
109,h111,Passed,0.972450745,110,h111,Failed
109,h2660,,0.878991972,110,h111,Failed
109,h994,,0.965031485,110,h1110,Passed
109,h1233,,0.552886686,110,h1111,Passed
109,h1443,,0.521694826,110,h1111,Passed
109,h1668,,0.989244417,110,h1111,Passed
109,h2071,,0.513041974,110,h1111,Passed
109,h287,Passed,0.536040731,110,h1111,Passed
109,h2948,,0.58088273,110,h1111,Passed
109,h4760,,0.736882613,110,h1111,Passed
109,h5590,,0.656479616,110,h1112,Failed
109,h3616,,0.863180365,110,h1113,Passed
109,h377,Passed,0.659397978,110,h1115,Failed
109,h447,Passed,0.541029403,110,h1115,Failed
109,h6074,,0.58787834,110,h1116,Failed
109,h368,Passed,0.723820376,110,h1117,Failed
109,h620,Failed,0.709130543,110,h1117,Failed
109,h1528,,0.503052042,110,h1118,Passed
109,h2369,,0.586622895,110,h1119,Failed
109,h421,Failed,0.995796779,110,h112,Failed
109,h5319,,0.984844765,110,h1120,Passed
109,h2290,,0.503624457,110,h1121,Passed
109,h4526,,0.988308348,110,h1121,Passed
109,h523,Passed,0.988390849,110,h1121,Passed
109,h5470,,0.512585336,110,h1121,Passed
109,h845,,0.54849468,110,h1121,Passed
109,h903,,0.622456151,110,h1121,Passed
109,h2290,,0.635527038,110,h1122,Failed
109,h4526,,0.547680277,110,h1122,Failed
109,h523,Passed,0.553254565,110,h1122,Failed
109,h692,,0.514026311,110,h1122,Failed
109,h845,,0.996544033,110,h1122,Failed
109,h903,,0.897684543,110,h1122,Failed
109,h300,Failed,0.940123471,110,h1123,Passed
109,h4855,,0.575815419,110,h1124,Passed
109,h65,Passed,0.596552498,110,h1125,Passed
109,h1158,,0.915419424,110,h1126,Passed
109,h4217,,0.991977669,110,h1127,Passed
109,h5645,,0.56581604,110,h1129,Passed
109,h4022,,0.509786867,110,h113,Failed
109,h437,Passed,0.983024084,110,h113,Failed
109,h2052,,0.516561485,110,h1131,Passed
109,h5883,,0.536903346,110,h1131,Passed
109,h687,,0.994079298,110,h1131,Passed
109,h3663,,0.650932817,110,h1132,Passed
109,h5472,,0.932734468,110,h1132,Passed
109,h4384,,0.529930197,110,h1133,Passed
109,h5331,,0.500099159,110,h1133,Passed
109,h5926,,0.854621424,110,h1133,Passed
109,h5927,,0.526231802,110,h1133,Passed
109,h6,Passed,0.569060548,110,h1133,Passed
109,h983,,0.504750739,110,h1133,Passed
109,h5134,,0.789919417,110,h1134,Passed
109,h3522,,0.964802605,110,h1135,Passed
109,h4738,,0.516997044,110,h1136,Passed
109,h4920,,0.774437639,110,h1136,Passed
109,h4948,,0.996710763,110,h1136,Passed
109,h4988,,0.551516097,110,h1136,Passed
109,h520,Passed,0.523092866,110,h1137,Passed
109,h5669,,0.957105105,110,h1137,Passed
109,h6051,,0.520566779,110,h1138,Passed
109,h1008,,0.710740462,110,h1139,Passed
109,h2176,,0.525227867,110,h114,Failed
109,h4218,,0.533086342,110,h114,Failed
109,h4620,,0.948209541,110,h114,Failed
109,h5860,,0.544487562,110,h114,Failed
109,h5786,,0.951643543,110,h1140,Passed
109,h2088,,0.978102574,110,h1141,Passed
109,h711,,0.583922261,110,h1141,Passed
109,h697,,0.972084132,110,h1142,Passed
109,h1192,,0.605996859,110,h1145,Passed
109,h2099,,0.600782938,110,h1145,Passed
109,h2297,,0.603196013,110,h1145,Passed
109,h3158,,0.57939386,110,h1145,Passed
109,h413,Passed,0.596185472,110,h1145,Passed
109,h4383,,0.528104794,110,h1145,Passed
109,h4818,,0.643098298,110,h1145,Passed
109,h5195,,0.618984191,110,h1145,Passed
109,h522,Passed,0.676852931,110,h1145,Passed
109,h5311,,0.58085472,110,h1145,Passed
109,h5930,,0.98806166,110,h1145,Passed
109,h6019,,0.560058074,110,h1145,Passed
109,h6287,,0.71477843,110,h1145,Passed
109,h694,,0.533933638,110,h1145,Passed
109,h732,,0.585710076,110,h1145,Passed
109,h760,,0.755117537,110,h1145,Passed
109,h87,Passed,0.560813166,110,h1145,Passed
109,h938,,0.621363844,110,h1145,Passed
109,h956,,0.668877851,110,h1145,Passed
109,h1017,,0.594198415,110,h1146,Passed
109,h1092,,0.555310053,110,h1146,Passed
109,h1146,,0.999151272,110,h1146,Passed
109,h2745,,0.634579927,110,h1146,Passed
109,h6239,,0.552366423,110,h1146,Passed
109,h1507,,0.999663823,110,h1148,Passed
109,h2236,,0.797656154,110,h1148,Passed
109,h5268,,0.520186299,110,h1148,Passed
109,h4732,,0.765988132,110,h1149,Failed
109,h596,Passed,0.526161403,110,h115,Passed
109,h6268,,0.982919329,110,h115,Passed
109,h135,Passed,0.526339256,110,h1150,Passed
109,h1383,,0.57573845,110,h1150,Passed
109,h1525,,0.674505631,110,h1150,Passed
109,h1620,,0.501621196,110,h1150,Passed
109,h1977,,0.581159468,110,h1150,Passed
109,h1989,,0.697915984,110,h1150,Passed
109,h2400,,0.563307272,110,h1150,Passed
109,h2470,,0.557624076,110,h1150,Passed
109,h3003,,0.64523461,110,h1150,Passed
109,h3282,,0.536519801,110,h1150,Passed
109,h3706,,0.66882985,110,h1150,Passed
109,h3749,,0.649865724,110,h1150,Passed
109,h3764,,0.628417985,110,h1150,Passed
109,h3799,,0.726900198,110,h1150,Passed
109,h4122,,0.665873169,110,h1150,Passed
109,h4177,,0.643753354,110,h1150,Passed
109,h4259,,0.537826781,110,h1150,Passed
109,h455,Passed,0.622666505,110,h1150,Passed
109,h4738,,0.674066528,110,h1150,Passed
109,h4950,,0.978235976,110,h1150,Passed
109,h5161,,0.621644193,110,h1150,Passed
109,h5190,,0.674693081,110,h1150,Passed
109,h5223,,0.532718905,110,h1150,Passed
109,h5474,,0.561177014,110,h1150,Passed
109,h5552,,0.548861936,110,h1150,Passed
109,h5587,,0.52323839,110,h1150,Passed
109,h5616,,0.642782145,110,h1150,Passed
109,h5716,,0.555655047,110,h1150,Passed
109,h5859,,0.540574658,110,h1150,Passed
109,h5911,,0.516518868,110,h1150,Passed
109,h5953,,0.648641677,110,h1150,Passed
109,h6040,,0.5996857,110,h1150,Passed
109,h6265,,0.527664014,110,h1150,Passed
109,h67,Passed,0.512276781,110,h1150,Passed
109,h828,,0.546843304,110,h1150,Passed
109,h946,,0.535798415,110,h1150,Passed
109,h973,,0.659867467,110,h1150,Passed
109,h974,,0.564039531,110,h1150,Passed
109,h1514,,0.9289789,110,h1152,Passed
109,h5313,,0.89738123,110,h1152,Passed
109,h6280,,0.541636471,110,h1153,Passed
109,h1375,,0.988281155,110,h1154,Passed
109,h1693,,0.992477395,110,h1156,Passed
109,h2231,,0.808064355,110,h1157,Passed
109,h4137,,0.622282928,110,h1157,Passed
109,h4599,,0.574931987,110,h1157,Passed
109,h5390,,0.508904084,110,h1157,Passed
109,h987,,0.645682552,110,h1157,Passed
109,h2189,,0.949878875,110,h1158,Passed
109,h5152,,0.502193734,110,h1158,Passed
109,h2126,,0.50562247,110,h1159,Failed
109,h2191,,0.95945278,110,h1159,Failed
109,h5032,,0.959200639,110,h116,Passed
109,h2190,,0.991459095,110,h1160,Passed
109,h2192,,0.561031275,110,h1160,Passed
109,h5936,,0.980737774,110,h1161,Passed
109,h2190,,0.575473678,110,h1162,Passed
109,h2192,,0.923469407,110,h1162,Passed
109,h286,Passed,0.561061758,110,h1163,Passed
109,h5938,,0.987066101,110,h1163,Passed
109,h1193,,0.894742134,110,h1164,Passed
109,h2090,,0.654398179,110,h1165,Passed
109,h2345,,0.526832514,110,h1165,Passed
109,h3950,,0.593189104,110,h1165,Passed
109,h4429,,0.5890003,110,h1165,Passed
109,h5922,,0.949357679,110,h1165,Passed
109,h6022,,0.5045031,110,h1165,Passed
109,h870,,0.537854259,110,h1165,Passed
109,h4919,,0.517041712,110,h1166,Passed
109,h5903,,0.915419516,110,h1166,Passed
109,h1195,,0.920294019,110,h1167,Failed
109,h1931,,0.901131216,110,h1168,Passed
109,h1177,,0.518174879,110,h1169,Passed
109,h1506,,0.661608846,110,h1169,Passed
109,h1681,,0.551924274,110,h1169,Passed
109,h1722,,0.586232211,110,h1169,Passed
109,h1821,,0.554187914,110,h1169,Passed
109,h224,Agreed to,0.665460805,110,h1169,Passed
109,h2569,,0.591788191,110,h1169,Passed
109,h4216,,0.635462594,110,h1169,Passed
109,h4578,,0.986019663,110,h1169,Passed
109,h5709,,0.738480418,110,h1169,Passed
109,h5717,,0.629506906,110,h1169,Passed
109,h6232,,0.562607286,110,h1169,Passed
109,h2961,,0.525455765,110,h117,Failed
109,h4757,,0.917770592,110,h117,Failed
109,h5474,,0.528217674,110,h1170,Passed
109,h6009,,0.972089527,110,h1170,Passed
109,h156,Failed,0.97747952,110,h1172,Passed
109,h2898,,0.936663226,110,h1173,Passed
109,h497,Passed,0.792624419,110,h1175,Passed
109,h5035,,0.753312439,110,h1176,Passed
109,h2961,,0.876282657,110,h1177,Passed
109,h6118,,0.920911828,110,h1178,Passed
109,h2200,,0.594987284,110,h118,Passed
109,h376,Passed,0.640827225,110,h118,Passed
109,h4610,,0.532253725,110,h118,Passed
109,h4652,,0.527762799,110,h118,Passed
109,h563,Passed,0.503174523,110,h118,Passed
109,h2064,,0.994288387,110,h1180,Passed
109,h5630,,0.5269399,110,h1183,Passed
109,h5875,,0.526572237,110,h1183,Passed
109,h5821,,0.976564476,110,h1184,Passed
109,h3198,,0.98028431,110,h1185,Passed
109,h1408,,0.570966444,110,h1186,Passed
109,h4974,,0.605506908,110,h1186,Passed
109,h5580,,0.989721573,110,h1186,Passed
109,h5682,,0.565461975,110,h1186,Passed
109,h1712,,0.926731066,110,h1187,
109,h1849,,0.992719169,110,h119,Passed
109,h2259,,0.515645517,110,h119,Passed
109,h2650,,0.521129748,110,h119,Passed
109,h2812,,0.522695932,110,h119,Passed
109,h3961,,0.893100523,110,h1191,
109,h3307,,0.998124192,110,h1192,
109,h1298,,0.818267064,110,h1193,
109,h1898,,0.831408381,110,h1194,
109,h3,Passed,0.504477648,110,h1195,
109,h5689,,0.78104916,110,h1195,
109,h6233,,0.960809657,110,h1195,
109,h2475,,0.906143246,110,h1196,
109,h5003,,0.657834625,110,h1196,
109,h5004,,0.554629887,110,h1196,
109,h5020,,0.85788337,110,h1196,
109,h6252,,0.577332359,110,h1196,
109,h1598,,0.975627332,110,h1197,
109,h5250,,0.68199034,110,h1198,
109,h4972,,0.968417932,110,h12,Agreed to
109,h5726,,0.999091037,110,h120,Failed
109,h1200,,0.999355972,110,h1200,
109,h15,Passed,0.519573751,110,h1200,
109,h2234,,0.506718597,110,h1200,
109,h3000,,0.788036503,110,h1200,
109,h3074,,0.500353887,110,h1200,
109,h3561,,0.603470167,110,h1200,
109,h3891,,0.515199872,110,h1200,
109,h4157,,0.559529344,110,h1200,
109,h4642,,0.536900912,110,h1200,
109,h4726,,0.541124843,110,h1200,
109,h4858,,0.50035903,110,h1200,
109,h676,,0.559561662,110,h1200,
109,h747,,0.502341858,110,h1200,
109,h2753,,0.581575803,110,h1202,
109,h3099,,0.605398386,110,h1202,
109,h4655,,0.530259248,110,h1202,
109,h5281,,0.657026791,110,h1202,
109,h5374,,0.503741987,110,h1202,
109,h5839,,0.537246804,110,h1202,
109,h5905,,0.543126278,110,h1202,
109,h701,,0.976462991,110,h1202,
109,h702,,0.667359214,110,h1202,
109,h2753,,0.601284555,110,h1203,
109,h3099,,0.586568698,110,h1203,
109,h4655,,0.560692549,110,h1203,
109,h5281,,0.667549645,110,h1203,
109,h5374,,0.535186582,110,h1203,
109,h5839,,0.571808285,110,h1203,
109,h5905,,0.566087561,110,h1203,
109,h701,,0.654374922,110,h1203,
109,h702,,0.957703823,110,h1203,
109,h1942,,0.88972314,110,h1204,
109,h2204,,0.985010924,110,h1204,
109,h5596,,0.618245034,110,h1204,
109,h1996,,0.697604006,110,h1205,
109,h3469,,0.85818574,110,h1205,
109,h4788,,0.928200898,110,h1205,
109,h5622,,0.955260937,110,h1205,
109,h6317,,0.97331347,110,h1207,
109,h543,Passed,0.966138482,110,h1208,
109,h104,Passed,0.565333484,110,h1209,
109,h94,Failed,0.605305522,110,h1209,
109,h5931,,0.99526756,110,h121,Passed
109,h1129,,0.6428993,110,h1210,
109,h1235,,0.566745013,110,h1210,
109,h2069,,0.995743141,110,h1210,
109,h2718,,0.648063251,110,h1210,
109,h482,Passed,0.504542706,110,h1210,
109,h5016,,0.593850914,110,h1210,
109,h2248,,0.541771286,110,h1211,
109,h3625,,0.527978601,110,h1211,
109,h772,,0.888180051,110,h1211,
109,h1102,,0.629638329,110,h1213,
109,h1543,,0.534117668,110,h1213,
109,h2296,,0.801572457,110,h1213,
109,h443,Passed,0.804952105,110,h1213,
109,h446,Passed,0.817218945,110,h1213,
109,h5751,,0.977797342,110,h1213,
109,h5765,,0.649873826,110,h1213,
109,h6004,,0.586052915,110,h1213,
109,h838,,0.63794439,110,h1213,
109,h4361,,0.987022048,110,h1214,
109,h1744,,0.561411277,110,h1215,
109,h4409,,0.566749077,110,h1215,
109,h4458,,0.548393948,110,h1215,
109,h4640,,0.50834006,110,h1215,
109,h5239,,0.542214458,110,h1215,
109,h5703,,0.517672335,110,h1215,
109,h6248,,0.909371411,110,h1215,
109,h626,Failed,0.558337533,110,h1215,
109,h2230,,0.673650128,110,h1216,
109,h5775,,0.941559108,110,h1217,
109,h1626,,0.988633662,110,h1218,
109,h2487,,0.505180493,110,h1218,
109,h328,Failed,0.559493372,110,h1218,
109,h4395,,0.616492929,110,h1218,
109,h4697,,0.560545187,110,h1218,
109,h4792,,0.599231172,110,h1218,
109,h4829,,0.69234411,110,h1218,
109,h5193,,0.519240889,110,h1218,
109,h563,Passed,0.556910569,110,h1218,
109,h578,Passed,0.517679104,110,h1218,
109,h6281,,0.511214609,110,h1218,
109,h752,,0.532257342,110,h1218,
109,h1627,,0.971722161,110,h1219,
109,h868,,0.695890297,110,h1219,
109,h802,,0.971508947,110,h122,Passed
109,h991,,0.960691232,110,h1220,
109,h2055,,0.570763248,110,h1221,
109,h2092,,0.631367084,110,h1221,
109,h2330,,0.500628971,110,h1221,
109,h251,Passed,0.517398508,110,h1221,
109,h257,Passed,0.595430668,110,h1221,
109,h3188,,0.514621444,110,h1221,
109,h342,Failed,0.527605919,110,h1221,
109,h3450,,0.607192002,110,h1221,
109,h3575,,0.593733279,110,h1221,
109,h3827,,0.590619885,110,h1221,
109,h4065,,0.556800423,110,h1221,
109,h4313,,0.544067708,110,h1221,
109,h4847,,0.6205591,110,h1221,
109,h4848,,0.565526832,110,h1221,
109,h5131,,0.965827337,110,h1221,
109,h5456,,0.587878011,110,h1221,
109,h6089,,0.625716078,110,h1221,
109,h6094,,0.555436784,110,h1221,
109,h688,,0.650417179,110,h1221,
109,h936,,0.554178637,110,h1221,
109,h1244,,0.651390475,110,h1222,
109,h602,Passed,0.901915242,110,h1222,
109,h602,Passed,0.687186168,110,h1223,
109,h4359,,0.707116761,110,h1224,
109,h4188,,0.993168051,110,h1225,
109,h4736,,0.565016793,110,h1225,
109,h6255,,0.758792041,110,h1226,
109,h1567,,0.574411731,110,h1227,
109,h1999,,0.733226212,110,h1227,
109,h2636,,0.511913689,110,h1227,
109,h2653,,0.625973696,110,h1227,
109,h3194,,0.567577111,110,h1227,
109,h3422,,0.580004188,110,h1227,
109,h3894,,0.661800902,110,h1227,
109,h4347,,0.516733708,110,h1227,
109,h5393,,0.58477908,110,h1227,
109,h5443,,0.670276911,110,h1227,
109,h5561,,0.605459208,110,h1227,
109,h5896,,0.501369871,110,h1227,
109,h6149,,0.607679335,110,h1227,
109,h5519,,0.994168855,110,h1228,
109,h4963,,0.763341762,110,h1230,
109,h2206,,0.926497835,110,h1232,
109,h3142,,0.60470301,110,h1234,
109,h4232,,0.583844397,110,h1234,
