congress_1,bill_number_1,result_1,similarity,congress_2,bill_number_2,result_2
110,h643,Passed,0.6096365599293408,111,h1275,
110,h796,Passed,0.9556865194656432,111,h1276,
110,h1303,,0.9850292110149227,111,h1278,
110,h1004,Passed,0.6160702660275463,111,h1279,
110,h1680,,0.5437879532533059,111,h1279,
110,h682,Passed,0.9814419689754642,111,h1279,
110,h3411,,0.6268663784148932,111,h1280,
110,h182,Agreed to,0.6571660608300087,111,h1285,
110,h2015,,0.5587608513812833,111,h1285,
110,h2093,,0.5305087654922672,111,h1285,
110,h2506,,0.574822385749899,111,h1285,
110,h2623,,0.5732335661700608,111,h1285,
110,h2680,,0.5357662211684256,111,h1285,
110,h294,Agreed to,0.5239159382776714,111,h1285,
110,h3095,,0.681023681963662,111,h1285,
110,h3493,,0.5637479045272614,111,h1285,
110,h3846,,0.5032254668054842,111,h1285,
110,h4291,,0.6403066181252228,111,h1285,
110,h623,Passed,0.5913683084480501,111,h1285,
110,h6263,,0.5800017336901756,111,h1285,
110,h6315,,0.5343546053850509,111,h1285,
110,h6505,,0.5115410602452779,111,h1285,
110,h6539,,0.5689708144111776,111,h1285,
110,h720,Failed,0.6138163799722562,111,h1285,
110,h744,Passed,0.6179327945162654,111,h1285,
110,h779,Failed,0.5770717739179129,111,h1285,
110,h160,Passed,0.9097427584689831,111,h1289,
110,h241,Passed,0.5654518493668772,111,h129,Passed
110,h354,Passed,0.6172358337193785,111,h1290,
110,h3521,,0.5313482965089936,111,h1294,
110,h1618,,0.5812651204277123,111,h1295,
110,h1783,,0.5152917502491281,111,h1295,
110,h1977,,0.5879173581691707,111,h1295,
110,h363,Agreed to,0.5959910233129039,111,h1295,
110,h3644,,0.5343811847892369,111,h1295,
110,h3733,,0.630204937751921,111,h1295,
110,h3841,,0.5299646342474008,111,h1295,
110,h4172,,0.6384373146043268,111,h1295,
110,h4264,,0.5329305389837654,111,h1295,
110,h4848,,0.53233925255076,111,h1295,
110,h5884,,0.5297124142550379,111,h1295,
110,h6366,,0.5971473137235273,111,h1295,
110,h695,Failed,0.5848100584034353,111,h1295,
110,h2037,,0.9006776121739911,111,h1297,
110,h2378,,0.8676858534071862,111,h1297,
110,h2448,,0.9392068518937573,111,h1297,
110,h4099,,0.8706256722312152,111,h1297,
110,h4148,,0.9541303714486135,111,h1297,
110,h486,Passed,0.8860729510658456,111,h1297,
110,h147,Passed,0.6439548104547315,111,h1298,
110,h1483,,0.6169390064482778,111,h1298,
110,h3026,,0.5809704511674741,111,h1298,
110,h5651,,0.5039850658937883,111,h1298,
110,h6160,,0.5468955994089749,111,h1298,
110,h6679,,0.5780373548302453,111,h1298,
